# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
481 206.855 -253.884 -27.201
482 225.866 -229.612 -63.8873
483 247.807 -216.027 -100.267
484 271.955 -211.51 -134.358
485 297.773 -213.803 -164.348
486 325.351 -220.022 -188.2
487 354.963 -228.108 -204.597
488 386.992 -236.11 -212.728
489 421.763 -242.549 -212.405
490 459.215 -245.963 -203.471
491 498.845 -245.871 -186.312
492 539.778 -242.397 -161.763
493 580.46 -236.674 -131.274
494 619.432 -230.468 -97.261
495 654.445 -225.827 -62.4358
496 683.289 -225.214 -29.3499
497 703.563 -230.191 0.398623
498 713.249 -242.079 26.3586
499 711.138 -261.367 49.4915
500 697.041 -287.431 72.0525
501 671.845 -319.76 95.6296
502 638.02 -357.079 121.548
503 598.675 -398.476 149.524
504 557.387 -442.099 177.754
505 517.597 -485.6 202.896
506 481.978 -526.553 221.298
507 451.654 -561.688 228.95
508 426.984 -587.759 222.624
509 407.397 -601.577 200.582
510 391.239 -601.161 162.761
511 376.304 -586.091 111.055
512 360.416 -558.182 49.5541
513 341.853 -521.111 -15.8559
514 319.523 -479.511 -78.5011
515 293.678 -437.87 -132.344
516 266.105 -399.803 -172.733
517 240.203 -366.994 -197.105
518 220.581 -339.862 -205.509
519 212.133 -318.39 -199.117
520 218.468 -301.522 -179.821
521 241.43 -288.566 -150.125
522 280.653 -278.596 -112.36
523 332.647 -270.528 -69.3568
524 392.718 -263.051 -24.1205
525 455.167 -254.614 19.5394
526 513.944 -244.38 57.6016
527 563.8 -231.839 86.0566
528 600.842 -217.886 102.638
529 622.282 -205.358 106.74
530 627.333 -198.335 100.148
531 617.086 -201.5 85.9991
532 594.723 -218.551 67.9471
533 564.548 -251.113 49.2151
534 530.919 -298.85 31.796
535 497.934 -359.818 17.5737
536 468.53 -430.459 7.47606
537 444.827 -506.987 2.50805
538 427.162 -584.776 3.40933
539 415.017 -660.026 10.2317
540 407.076 -729.469 22.1318
541 401.232 -790.66 37.4156
542 395.311 -842.197 53.8137
543 387.241 -882.95 68.0276
544 375.903 -912.584 77.4533
545 361.008 -930.811 79.4195
546 342.927 -938.267 72.7663
547 322.984 -936.464 56.9381
548 302.685 -927.78 33.101
549 283.499 -915.641 3.06668
550 266.711 -904.112 -30.6467
551 252.805 -897.303 -65.647
552 241.198 -898.324 -99.6901
553 231.021 -909.089 -130.858
554 220.96 -929.102 -157.732
555 209.936 -955.269 -178.957
556 197.769 -982.03 -193.173
557 184.918 -1002.89 -199.453
558 172.464 -1011.57 -197.274
559 161.046 -1003.55 -186.631
560 150.797 -977.145 -168.14
561 140.383 -933.98 -143.544
562 128.119 -878.114 -115.645
563 111.666 -815.728 -88.0038
564 88.8605 -752.905 -64.0806
565 58.6296 -695.336 -47.3198
566 21.2804 -647.382 -39.1556
567 -22.0074 -611.448 -39.7012
568 -68.8482 -588.696 -47.4539
569 -117.103 -578.947 -59.0222
570 -164.991 -581.277 -70.5731
571 -210.644 -594.171 -78.2063
572 -252.96 -615.558 -79.3555
573 -290.543 -642.924 -72.7343
574 -322.439 -673.386 -58.646
575 -347.381 -704.16 -38.3754
576 -364.278 -732.371 -13.4537
577 -372.442 -756.033 14.6021
578 -371.229 -774.386 45.2129
579 -360.77 -786.581 78.0929
580 -341.698 -792.992 113.319
581 -315.514 -794.287 150.767
582 -284.495 -791.84 189.824
583 -250.707 -787.026 229.213
584 -216.785 -782.218 267.3
585 -183.99 -779.695 302.083
586 -153.04 -781.896 331.692
587 -124.086 -790.106 354.45
588 -96.5492 -805.08 369.452
589 -69.6293 -825.668 376.278
590 -42.8588 -849.772 374.95
591 -15.7902 -874.579 366.011
592 11.6462 -897.176 349.787
593 39.793 -915.242 327.33
594 68.9801 -927.511 300.587
595 99.4051 -934.439 272.086
596 131.124 -937.522 245.379
597 163.72 -938.92 224.214
598 196.027 -940.349 211.977
599 226.797 -942.752 211.044
600 254.664 -945.968 222.466
601 279.182 -948.702 245.351
602 300.519 -949.44 277.121
603 319.527 -946.813 314.15
604 338.577 -940.225 352.995
605 359.229 -930.076 390.154
606 383.431 -916.715 423.042
607 411.934 -900.819 449.724
608 444.517 -882.081 468.896
609 480.238 -860.339 479.864
610 517.924 -834.637 481.857
611 556.131 -804.141 474.704
612 593.561 -767.985 458.998
613 629.141 -725.485 435.831
614 662.275 -676.513 406.811
615 692.46 -621.427 374.237
616 719.842 -561.578 339.879
617 744.676 -498.802 305.488
618 767.464 -435.75 272.769
619 788.176 -375.653 242.89
620 806.351 -321.279 216.461
621 821.373 -274.485 194.607
622 832.45 -236.33 177.285
623 838.629 -207.02 163.971
624 839.263 -185.87 154.462
625 834.255 -172.617 147.428
626 824.232 -166.786 141.61
627 810.342 -167.767 135.001
628 794.424 -174.551 125.406
629 777.972 -185.032 110.256
630 762.454 -196.619 87.5067
631 748.194 -205.718 55.9079
632 735.136 -208.844 15.0433
633 722.737 -202.58 -34.5594
634 709.701 -184.79 -91.3274
635 695.421 -154.599 -152.491
636 679.592 -112.968 -214.57
637 661.905 -62.3286 -273.994
638 642.376 -6.79743 -326.894
639 621.347 48.5586 -370.395
640 598.836 98.4086 -402.609
641 574.957 138.147 -422.617
642 550.235 164.493 -431.173
643 525.275 176.197 -429.68
