# Chunk-averaged data for fix dmap and group liq
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Coord2 Ncount density/mass
100000 37280 15316.000000000104
  5204 11.25 38.75 0.7548 1.36486
  5205 11.25 39.25 0.7428 1.44179
  5206 11.25 39.75 0.7352 1.37223
  5207 11.25 40.25 0.676 1.22518
  5208 11.25 40.75 0.7118 1.33576
  5209 11.25 41.25 0.7132 1.34452
  5210 11.25 41.75 0.7298 1.45212
  5211 11.25 42.25 0.6756 1.19131
  5212 11.25 42.75 0.6968 1.13744
  5213 11.25 43.25 0.6862 1.00094
  5214 11.25 43.75 0.7306 1.09457
  5215 11.25 44.25 0.8126 1.38476
  5216 11.25 44.75 0.789 1.52444
  5217 11.25 45.25 0.7092 1.4554
  5218 11.25 45.75 0.676 1.41273
  5219 11.25 46.25 0.662 1.35076
  5220 11.25 46.75 0.6466 1.33254
  5221 11.25 47.25 0.5976 1.25327
  5222 11.25 47.75 0.6404 1.303
  5223 11.25 48.25 0.642 1.13359
  5224 11.25 48.75 0.6962 1.3065
  5225 11.25 49.25 0.6734 1.27705
  5226 11.25 49.75 0.707 1.33342
  5227 11.25 50.25 0.775 1.50229
  5228 11.25 50.75 0.766 1.4395
  5229 11.25 51.25 0.7548 1.44812
  5230 11.25 51.75 0.748 1.42057
  5231 11.25 52.25 0.6838 1.27917
  5232 11.25 52.75 0.7042 1.25692
  5233 11.25 53.25 0.7454 1.29216
  5234 11.25 53.75 0.7238 1.31831
  5235 11.25 54.25 0.7058 1.2198
  5236 11.25 54.75 0.6968 1.23796
  5237 11.25 55.25 0.725 1.35577
  5238 11.25 55.75 0.6784 1.28169
  5239 11.25 56.25 0.7318 1.25692
  5240 11.25 56.75 0.7834 1.55865
  5241 11.25 57.25 0.8014 1.56777
  5242 11.25 57.75 0.774 1.40018
  5243 11.25 58.25 0.6988 1.31576
  5244 11.25 58.75 0.7026 1.2838
  5245 11.25 59.25 0.7208 1.38097
  5246 11.25 59.75 0.7246 1.49011
  5247 11.25 60.25 0.7448 1.34298
  5248 11.25 60.75 0.7174 1.36407
  5249 11.25 61.25 0.6916 1.38507
  5250 11.25 61.75 0.6522 1.30174
  5251 11.25 62.25 0.6878 1.42841
  5252 11.25 62.75 0.7038 1.26151
  5253 11.25 63.25 0.7302 1.35289
  5254 11.25 63.75 0.7452 1.32526
  5255 11.25 64.25 0.7058 1.29862
  5256 11.25 64.75 0.7212 1.2749
  5257 11.25 65.25 0.708 1.24397
  5258 11.25 65.75 0.6884 1.38219
  5259 11.25 66.25 0.6332 1.29069
  5260 11.25 66.75 0.6608 1.36317
  5261 11.25 67.25 0.6982 1.21006
  5262 11.25 67.75 0.7112 1.28879
  5263 11.25 68.25 0.6836 1.1869
  5264 11.25 68.75 0.7008 1.28346
  5265 11.25 69.25 0.6412 1.27294
  5266 11.25 69.75 0.6488 1.03135
  5267 11.25 70.25 0.668 1.0439
  5268 11.25 70.75 0.6752 1.16305
  5269 11.25 71.25 0.7784 1.48936
  5270 11.25 71.75 0.8026 1.51997
  5271 11.25 72.25 0.742 1.36775
  5272 11.25 72.75 0.7516 1.50059
  5273 11.25 73.25 0.6908 1.35482
  5274 11.25 73.75 0.626 1.20175
  5275 11.25 74.25 0.616 1.08791
  5276 11.25 74.75 0.6154 1.11707
  5277 11.25 75.25 0.69 1.39009
  5278 11.25 75.75 0.7196 1.42231
  5279 11.25 76.25 0.7124 1.34044
  5280 11.25 76.75 0.6718 1.17699
  5281 11.25 77.25 0.6398 1.15781
  5282 11.25 77.75 0.689 1.14241
  5283 11.25 78.25 0.7316 1.23137
  5284 11.25 78.75 0.7284 1.24064
  5285 11.25 79.25 0.6704 1.14671
  5286 11.25 79.75 0.6994 1.33555
  5287 11.25 80.25 0.6314 1.10829
  5288 11.25 80.75 0.7084 1.37234
  5289 11.25 81.25 0.7096 1.22074
  5290 11.25 81.75 0.7754 1.35652
  5291 11.25 82.25 0.7524 1.17284
  5292 11.25 82.75 0.7246 1.13445
  5293 11.25 83.25 0.7284 1.32476
  5294 11.25 83.75 0.7516 1.4724
  5295 11.25 84.25 0.7496 1.45464
  5296 11.25 84.75 0.7448 1.68173
  5297 11.25 85.25 0.6466 1.2513
  5298 11.25 85.75 0.6802 1.18619
  5299 11.25 86.25 0.673 1.10118
  5300 11.25 86.75 0.739 1.29311
  5301 11.25 87.25 0.793 1.59067
  5302 11.25 87.75 0.782 1.93517
  5303 11.25 88.25 0.6416 1.54798
  5304 11.25 88.75 0.5088 1.1017
  5305 11.25 89.25 0.5436 1.07116
  5306 11.25 89.75 0.7446 1.23639
  5307 11.25 90.25 1.1442 1.96706
  5308 11.25 90.75 1.1462 2.06055
  5309 11.25 91.25 0.3512 0.384524
  5310 11.25 91.75 0.1878 0.145129
  5311 11.25 92.25 0.0752 0.0780391
  5312 11.25 92.75 0.0448 0.0597855
  5313 11.25 93.25 0.031 0.0567059
  5314 11.25 93.75 0.0188 0.0128254
  5315 11.25 94.25 0.0122 0.00936096
  5316 11.25 94.75 0.0038 0.00682256
  5317 11.25 95.25 0.004 0.00487568
  5318 11.25 95.75 0.0026 0.0019079
  5319 11.25 96.25 0.001 0.00221468
  5320 11.25 96.75 0.0006 0.000133898
  5321 11.25 97.25 0 0
  5322 11.25 97.75 0 0
  5323 11.25 98.25 0 0
  5324 11.25 98.75 0 0
  5325 11.25 99.25 0 0
  5326 11.25 99.75 0 0
  5327 11.25 100.25 0 0
  5328 11.25 100.75 0 0
  5329 11.25 101.25 0 0
  5330 11.25 101.75 0 0
  5331 11.25 102.25 0 0
  5332 11.25 102.75 0 0
  5333 11.25 103.25 0 0
  5334 11.25 103.75 0 0
  5335 11.25 104.25 0 0
  5336 11.25 104.75 0 0
  5337 11.25 105.25 0 0
  5338 11.25 105.75 0 0
  5339 11.25 106.25 0 0
  5340 11.25 106.75 0 0
  5341 11.25 107.25 0 0
  5342 11.25 107.75 0 0
  5343 11.25 108.25 0 0
  5344 11.25 108.75 0 0
  5345 11.25 109.25 0 0
  5346 11.25 109.75 0 0
  5347 11.25 110.25 0 0
  5348 11.25 110.75 0 0
  5349 11.25 111.25 0 0
  5350 11.25 111.75 0 0
  5351 11.25 112.25 0 0
  5352 11.25 112.75 0 0
  5353 11.25 113.25 0 0
  5354 11.25 113.75 0 0
  5355 11.25 114.25 0 0
  5356 11.25 114.75 0 0
  5357 11.25 115.25 0 0
  5358 11.25 115.75 0 0
  5359 11.25 116.25 0 0
  5360 11.75 0.25 0 0
  5361 11.75 0.75 0 0
  5362 11.75 1.25 0 0
  5363 11.75 1.75 0 0
  5364 11.75 2.25 0 0
  5365 11.75 2.75 0 0
  5366 11.75 3.25 0 0
  5367 11.75 3.75 0 0
  5368 11.75 4.25 0 0
  5369 11.75 4.75 0 0
  5370 11.75 5.25 0 0
  5371 11.75 5.75 0 0
  5372 11.75 6.25 0 0
  5373 11.75 6.75 0 0
  5374 11.75 7.25 0 0
  5375 11.75 7.75 0 0
  5376 11.75 8.25 0 0
  5377 11.75 8.75 0 0
  5378 11.75 9.25 0 0
  5379 11.75 9.75 0 0
  5380 11.75 10.25 0 0
  5381 11.75 10.75 0 0
  5382 11.75 11.25 0 0
  5383 11.75 11.75 0 0
  5384 11.75 12.25 0 0
  5385 11.75 12.75 0 0
  5386 11.75 13.25 0 0
  5387 11.75 13.75 0 0
  5388 11.75 14.25 0 0
  5389 11.75 14.75 0 0
  5390 11.75 15.25 0 0
  5391 11.75 15.75 0 0
  5392 11.75 16.25 0 0
  5393 11.75 16.75 0 0
  5394 11.75 17.25 0.0004 8.92653e-05
  5395 11.75 17.75 0.0014 0.000976266
  5396 11.75 18.25 0.0062 0.0133327
  5397 11.75 18.75 0.0024 0.000535592
  5398 11.75 19.25 0.0096 0.0174106
  5399 11.75 19.75 0.0104 0.01427
  5400 11.75 20.25 0.0152 0.0332648
  5401 11.75 20.75 0.021 0.0332314
  5402 11.75 21.25 0.0286 0.0415658
  5403 11.75 21.75 0.04 0.0374715
  5404 11.75 22.25 0.072 0.0864345
  5405 11.75 22.75 0.0878 0.116514
  5406 11.75 23.25 0.1182 0.159145
  5407 11.75 23.75 0.17 0.212527
  5408 11.75 24.25 0.2248 0.327738
  5409 11.75 24.75 0.2864 0.430502
  5410 11.75 25.25 0.3238 0.483603
  5411 11.75 25.75 0.3982 0.516906
  5412 11.75 26.25 0.4608 0.641076
  5413 11.75 26.75 0.5356 0.79976
  5414 11.75 27.25 0.6272 0.875581
  5415 11.75 27.75 0.6662 0.962763
  5416 11.75 28.25 0.7126 1.09675
  5417 11.75 28.75 0.7226 1.06654
  5418 11.75 29.25 0.6966 1.09606
  5419 11.75 29.75 0.6874 1.03437
  5420 11.75 30.25 0.7262 1.03771
  5421 11.75 30.75 0.7558 1.22839
  5422 11.75 31.25 0.7106 1.15229
  5423 11.75 31.75 0.7672 1.15471
  5424 11.75 32.25 0.7684 1.20109
  5425 11.75 32.75 0.7414 1.15692
  5426 11.75 33.25 0.6874 1.17159
  5427 11.75 33.75 0.707 1.24765
  5428 11.75 34.25 0.7178 1.29786
  5429 11.75 34.75 0.7522 1.38452
  5430 11.75 35.25 0.7388 1.44492
  5431 11.75 35.75 0.7478 1.61877
  5432 11.75 36.25 0.6988 1.4167
  5433 11.75 36.75 0.6712 1.25889
  5434 11.75 37.25 0.675 1.23955
  5435 11.75 37.75 0.6566 1.12573
  5436 11.75 38.25 0.7142 1.33207
  5437 11.75 38.75 0.7092 1.39523
  5438 11.75 39.25 0.6912 1.44604
  5439 11.75 39.75 0.6742 1.22555
  5440 11.75 40.25 0.6708 1.15848
  5441 11.75 40.75 0.6674 1.15758
  5442 11.75 41.25 0.6824 1.21787
  5443 11.75 41.75 0.7142 1.29981
  5444 11.75 42.25 0.7238 1.13957
  5445 11.75 42.75 0.6994 1.11118
  5446 11.75 43.25 0.697 1.12008
  5447 11.75 43.75 0.7446 1.1729
  5448 11.75 44.25 0.8064 1.45658
  5449 11.75 44.75 0.762 1.48633
  5450 11.75 45.25 0.7186 1.60411
  5451 11.75 45.75 0.6702 1.63416
  5452 11.75 46.25 0.604 1.35038
  5453 11.75 46.75 0.5996 1.28597
  5454 11.75 47.25 0.5838 1.23876
  5455 11.75 47.75 0.599 1.15844
  5456 11.75 48.25 0.6046 1.19959
  5457 11.75 48.75 0.6414 1.35706
  5458 11.75 49.25 0.7026 1.49461
  5459 11.75 49.75 0.7342 1.37006
  5460 11.75 50.25 0.7254 1.45424
  5461 11.75 50.75 0.681 1.27118
  5462 11.75 51.25 0.715 1.29281
  5463 11.75 51.75 0.6892 1.33363
  5464 11.75 52.25 0.6676 1.3448
  5465 11.75 52.75 0.6728 1.27155
  5466 11.75 53.25 0.6842 1.2591
  5467 11.75 53.75 0.6734 1.23899
  5468 11.75 54.25 0.7012 1.31915
  5469 11.75 54.75 0.6798 1.20054
  5470 11.75 55.25 0.7032 1.16798
  5471 11.75 55.75 0.7572 1.40111
  5472 11.75 56.25 0.7446 1.27574
  5473 11.75 56.75 0.7704 1.50419
  5474 11.75 57.25 0.7506 1.47699
  5475 11.75 57.75 0.7078 1.27149
  5476 11.75 58.25 0.6604 1.12507
  5477 11.75 58.75 0.6616 1.14975
  5478 11.75 59.25 0.721 1.24847
  5479 11.75 59.75 0.6866 1.33607
  5480 11.75 60.25 0.6724 1.14641
  5481 11.75 60.75 0.6764 1.2557
  5482 11.75 61.25 0.6296 1.22698
  5483 11.75 61.75 0.6018 1.2198
  5484 11.75 62.25 0.7228 1.44518
  5485 11.75 62.75 0.7444 1.40396
  5486 11.75 63.25 0.7598 1.35673
  5487 11.75 63.75 0.8056 1.46697
  5488 11.75 64.25 0.7752 1.43349
  5489 11.75 64.75 0.7452 1.37932
  5490 11.75 65.25 0.7232 1.24197
  5491 11.75 65.75 0.6928 1.18326
  5492 11.75 66.25 0.6972 1.36166
  5493 11.75 66.75 0.7346 1.46496
  5494 11.75 67.25 0.757 1.37468
  5495 11.75 67.75 0.7358 1.27205
  5496 11.75 68.25 0.6968 1.2585
  5497 11.75 68.75 0.7116 1.47479
  5498 11.75 69.25 0.6742 1.30295
  5499 11.75 69.75 0.7092 1.3111
  5500 11.75 70.25 0.697 1.19853
  5501 11.75 70.75 0.7148 1.26191
  5502 11.75 71.25 0.7508 1.32266
  5503 11.75 71.75 0.7178 1.17284
  5504 11.75 72.25 0.7186 1.35788
  5505 11.75 72.75 0.6984 1.39124
  5506 11.75 73.25 0.7192 1.40052
  5507 11.75 73.75 0.6678 1.30543
  5508 11.75 74.25 0.656 1.06155
  5509 11.75 74.75 0.6742 1.15903
  5510 11.75 75.25 0.741 1.51682
  5511 11.75 75.75 0.7362 1.39705
  5512 11.75 76.25 0.681 1.12564
  5513 11.75 76.75 0.7142 1.18449
  5514 11.75 77.25 0.6218 1.06698
  5515 11.75 77.75 0.6752 1.28842
  5516 11.75 78.25 0.7238 1.40388
  5517 11.75 78.75 0.7228 1.3478
  5518 11.75 79.25 0.6698 1.29961
  5519 11.75 79.75 0.6446 1.18822
  5520 11.75 80.25 0.6472 1.17955
  5521 11.75 80.75 0.7072 1.32595
  5522 11.75 81.25 0.6974 1.22778
  5523 11.75 81.75 0.7562 1.41648
  5524 11.75 82.25 0.7784 1.3319
  5525 11.75 82.75 0.7436 1.23687
  5526 11.75 83.25 0.6982 1.26489
  5527 11.75 83.75 0.7362 1.39781
  5528 11.75 84.25 0.7698 1.44918
  5529 11.75 84.75 0.7496 1.43906
  5530 11.75 85.25 0.6662 1.13908
  5531 11.75 85.75 0.6728 1.06762
  5532 11.75 86.25 0.68 1.09676
  5533 11.75 86.75 0.7016 1.24355
  5534 11.75 87.25 0.7922 1.64299
  5535 11.75 87.75 0.746 1.82994
  5536 11.75 88.25 0.6062 1.59594
  5537 11.75 88.75 0.5132 1.2163
  5538 11.75 89.25 0.561 1.19183
  5539 11.75 89.75 0.7842 1.45021
  5540 11.75 90.25 1.141 1.93965
  5541 11.75 90.75 1.1502 2.08045
  5542 11.75 91.25 0.3074 0.325615
  5543 11.75 91.75 0.1802 0.184981
  5544 11.75 92.25 0.0606 0.0733137
  5545 11.75 92.75 0.0446 0.0650516
  5546 11.75 93.25 0.0308 0.0380738
  5547 11.75 93.75 0.0208 0.0126078
  5548 11.75 94.25 0.0076 0.00435139
  5549 11.75 94.75 0.0038 0.00549488
  5550 11.75 95.25 0.0044 0.00562878
  5551 11.75 95.75 0.0024 0.00186327
  5552 11.75 96.25 0.0006 0.000133898
  5553 11.75 96.75 0.0002 4.46326e-05
  5554 11.75 97.25 0 0
  5555 11.75 97.75 0 0
  5556 11.75 98.25 0 0
  5557 11.75 98.75 0 0
  5558 11.75 99.25 0 0
  5559 11.75 99.75 0 0
  5560 11.75 100.25 0 0
  5561 11.75 100.75 0 0
  5562 11.75 101.25 0 0
  5563 11.75 101.75 0 0
  5564 11.75 102.25 0 0
  5565 11.75 102.75 0 0
  5566 11.75 103.25 0 0
  5567 11.75 103.75 0 0
  5568 11.75 104.25 0 0
  5569 11.75 104.75 0 0
  5570 11.75 105.25 0 0
  5571 11.75 105.75 0 0
  5572 11.75 106.25 0 0
  5573 11.75 106.75 0 0
  5574 11.75 107.25 0 0
  5575 11.75 107.75 0 0
  5576 11.75 108.25 0 0
  5577 11.75 108.75 0 0
  5578 11.75 109.25 0 0
  5579 11.75 109.75 0 0
  5580 11.75 110.25 0 0
  5581 11.75 110.75 0 0
  5582 11.75 111.25 0 0
  5583 11.75 111.75 0 0
  5584 11.75 112.25 0 0
  5585 11.75 112.75 0 0
  5586 11.75 113.25 0 0
  5587 11.75 113.75 0 0
  5588 11.75 114.25 0 0
  5589 11.75 114.75 0 0
  5590 11.75 115.25 0 0
  5591 11.75 115.75 0 0
  5592 11.75 116.25 0 0
  5593 12.25 0.25 0 0
  5594 12.25 0.75 0 0
  5595 12.25 1.25 0 0
  5596 12.25 1.75 0 0
  5597 12.25 2.25 0 0
  5598 12.25 2.75 0 0
  5599 12.25 3.25 0 0
  5600 12.25 3.75 0 0
  5601 12.25 4.25 0 0
  5602 12.25 4.75 0 0
  5603 12.25 5.25 0 0
  5604 12.25 5.75 0 0
  5605 12.25 6.25 0 0
  5606 12.25 6.75 0 0
  5607 12.25 7.25 0 0
  5608 12.25 7.75 0 0
  5609 12.25 8.25 0 0
  5610 12.25 8.75 0 0
  5611 12.25 9.25 0 0
  5612 12.25 9.75 0 0
  5613 12.25 10.25 0 0
  5614 12.25 10.75 0 0
  5615 12.25 11.25 0 0
  5616 12.25 11.75 0 0
  5617 12.25 12.25 0 0
  5618 12.25 12.75 0 0
  5619 12.25 13.25 0 0
  5620 12.25 13.75 0 0
  5621 12.25 14.25 0 0
  5622 12.25 14.75 0 0
  5623 12.25 15.25 0 0
  5624 12.25 15.75 0 0
  5625 12.25 16.25 0 0
  5626 12.25 16.75 0 0
  5627 12.25 17.25 0.0006 0.000133898
  5628 12.25 17.75 0.0008 0.000178531
  5629 12.25 18.25 0.0022 0.000490959
  5630 12.25 18.75 0.002 0.000446326
  5631 12.25 19.25 0.005 0.004435
  5632 12.25 19.75 0.0088 0.00992988
  5633 12.25 20.25 0.009 0.00665533
  5634 12.25 20.75 0.021 0.0265931
  5635 12.25 21.25 0.0294 0.0297953
  5636 12.25 21.75 0.0408 0.0330032
  5637 12.25 22.25 0.0608 0.0766329
  5638 12.25 22.75 0.0968 0.119186
  5639 12.25 23.25 0.1164 0.141484
  5640 12.25 23.75 0.1606 0.203791
  5641 12.25 24.25 0.219 0.3028
  5642 12.25 24.75 0.2902 0.354722
  5643 12.25 25.25 0.343 0.446554
  5644 12.25 25.75 0.3948 0.590983
  5645 12.25 26.25 0.4656 0.642195
  5646 12.25 26.75 0.5706 0.874106
  5647 12.25 27.25 0.6062 0.888679
  5648 12.25 27.75 0.6634 0.966927
  5649 12.25 28.25 0.6496 0.9555
  5650 12.25 28.75 0.6962 1.00467
  5651 12.25 29.25 0.7286 1.09428
  5652 12.25 29.75 0.7436 1.16718
  5653 12.25 30.25 0.7442 1.16064
  5654 12.25 30.75 0.748 1.26071
  5655 12.25 31.25 0.7316 1.15153
  5656 12.25 31.75 0.7642 1.13567
  5657 12.25 32.25 0.7706 1.14594
  5658 12.25 32.75 0.755 1.17356
  5659 12.25 33.25 0.722 1.18997
  5660 12.25 33.75 0.7566 1.18396
  5661 12.25 34.25 0.7134 1.21229
  5662 12.25 34.75 0.7172 1.38266
  5663 12.25 35.25 0.6998 1.32819
  5664 12.25 35.75 0.7098 1.34315
  5665 12.25 36.25 0.6584 1.2285
  5666 12.25 36.75 0.6538 1.19089
  5667 12.25 37.25 0.6524 1.11591
  5668 12.25 37.75 0.6806 1.17829
  5669 12.25 38.25 0.6844 1.38173
  5670 12.25 38.75 0.7226 1.34455
  5671 12.25 39.25 0.7258 1.31722
  5672 12.25 39.75 0.6814 1.29922
  5673 12.25 40.25 0.6602 1.18556
  5674 12.25 40.75 0.6612 1.18783
  5675 12.25 41.25 0.7112 1.38376
  5676 12.25 41.75 0.7048 1.31369
  5677 12.25 42.25 0.769 1.27611
  5678 12.25 42.75 0.7086 1.14529
  5679 12.25 43.25 0.6728 1.15207
  5680 12.25 43.75 0.7456 1.35645
  5681 12.25 44.25 0.7766 1.52703
  5682 12.25 44.75 0.6966 1.3608
  5683 12.25 45.25 0.6626 1.57466
  5684 12.25 45.75 0.6362 1.59257
  5685 12.25 46.25 0.6182 1.5184
  5686 12.25 46.75 0.6216 1.40727
  5687 12.25 47.25 0.603 1.22058
  5688 12.25 47.75 0.6176 1.22305
  5689 12.25 48.25 0.6728 1.2978
  5690 12.25 48.75 0.678 1.32765
  5691 12.25 49.25 0.7494 1.4928
  5692 12.25 49.75 0.756 1.50053
  5693 12.25 50.25 0.7304 1.46975
  5694 12.25 50.75 0.6902 1.36556
  5695 12.25 51.25 0.676 1.36427
  5696 12.25 51.75 0.6636 1.31662
  5697 12.25 52.25 0.6944 1.34872
  5698 12.25 52.75 0.6346 1.18333
  5699 12.25 53.25 0.7208 1.5034
  5700 12.25 53.75 0.7318 1.32415
  5701 12.25 54.25 0.7184 1.36191
  5702 12.25 54.75 0.7216 1.22961
  5703 12.25 55.25 0.6978 1.17767
  5704 12.25 55.75 0.7138 1.27936
  5705 12.25 56.25 0.7006 1.17934
  5706 12.25 56.75 0.7352 1.30184
  5707 12.25 57.25 0.7122 1.22969
  5708 12.25 57.75 0.669 1.23279
  5709 12.25 58.25 0.643 1.141
  5710 12.25 58.75 0.6828 1.36768
  5711 12.25 59.25 0.746 1.46247
  5712 12.25 59.75 0.7164 1.39696
  5713 12.25 60.25 0.6812 1.31139
  5714 12.25 60.75 0.6634 1.31823
  5715 12.25 61.25 0.6104 1.19644
  5716 12.25 61.75 0.6706 1.27391
  5717 12.25 62.25 0.7204 1.38459
  5718 12.25 62.75 0.7214 1.30114
  5719 12.25 63.25 0.7456 1.32774
  5720 12.25 63.75 0.7866 1.36411
  5721 12.25 64.25 0.8 1.44071
  5722 12.25 64.75 0.732 1.61469
  5723 12.25 65.25 0.7446 1.3219
  5724 12.25 65.75 0.712 1.20403
  5725 12.25 66.25 0.7002 1.3104
  5726 12.25 66.75 0.7728 1.47091
  5727 12.25 67.25 0.757 1.40439
  5728 12.25 67.75 0.7356 1.18404
  5729 12.25 68.25 0.7094 1.23351
  5730 12.25 68.75 0.6938 1.37681
  5731 12.25 69.25 0.7242 1.33579
  5732 12.25 69.75 0.7046 1.24266
  5733 12.25 70.25 0.7256 1.39865
  5734 12.25 70.75 0.6854 1.3548
  5735 12.25 71.25 0.708 1.2737
  5736 12.25 71.75 0.7094 1.30682
  5737 12.25 72.25 0.6604 1.11715
  5738 12.25 72.75 0.6646 1.14912
  5739 12.25 73.25 0.7128 1.52149
  5740 12.25 73.75 0.7052 1.47153
  5741 12.25 74.25 0.6606 1.27642
  5742 12.25 74.75 0.7216 1.39631
  5743 12.25 75.25 0.7484 1.48986
  5744 12.25 75.75 0.7298 1.50005
  5745 12.25 76.25 0.6836 1.20555
  5746 12.25 76.75 0.6814 1.11759
  5747 12.25 77.25 0.603 1.04157
  5748 12.25 77.75 0.647 1.29717
  5749 12.25 78.25 0.6752 1.49875
  5750 12.25 78.75 0.7062 1.49469
  5751 12.25 79.25 0.6966 1.47977
  5752 12.25 79.75 0.6622 1.35236
  5753 12.25 80.25 0.6732 1.2195
  5754 12.25 80.75 0.7418 1.35267
  5755 12.25 81.25 0.7164 1.31037
  5756 12.25 81.75 0.71 1.34759
  5757 12.25 82.25 0.7194 1.35564
  5758 12.25 82.75 0.7348 1.40607
  5759 12.25 83.25 0.7046 1.28709
  5760 12.25 83.75 0.6918 1.21307
  5761 12.25 84.25 0.7462 1.29911
  5762 12.25 84.75 0.7326 1.3134
  5763 12.25 85.25 0.664 1.08203
  5764 12.25 85.75 0.666 1.04571
  5765 12.25 86.25 0.6432 1.18037
  5766 12.25 86.75 0.7188 1.48416
  5767 12.25 87.25 0.8104 1.78072
  5768 12.25 87.75 0.7276 1.80283
  5769 12.25 88.25 0.5776 1.55599
  5770 12.25 88.75 0.5076 1.17197
  5771 12.25 89.25 0.5502 1.13578
  5772 12.25 89.75 0.7816 1.40954
  5773 12.25 90.25 1.1626 1.93177
  5774 12.25 90.75 1.1004 1.93775
  5775 12.25 91.25 0.3082 0.349513
  5776 12.25 91.75 0.1306 0.119831
  5777 12.25 92.25 0.0534 0.0610409
  5778 12.25 92.75 0.0414 0.0503969
  5779 12.25 93.25 0.0286 0.0355913
  5780 12.25 93.75 0.0186 0.00747002
  5781 12.25 94.25 0.0082 0.00315761
  5782 12.25 94.75 0.0036 0.00611409
  5783 12.25 95.25 0.0024 0.00186327
  5784 12.25 95.75 0.0016 0.000357061
  5785 12.25 96.25 0.0006 0.000133898
  5786 12.25 96.75 0 0
  5787 12.25 97.25 0 0
  5788 12.25 97.75 0 0
  5789 12.25 98.25 0 0
  5790 12.25 98.75 0 0
  5791 12.25 99.25 0 0
  5792 12.25 99.75 0 0
  5793 12.25 100.25 0 0
  5794 12.25 100.75 0 0
  5795 12.25 101.25 0 0
  5796 12.25 101.75 0 0
  5797 12.25 102.25 0 0
  5798 12.25 102.75 0 0
  5799 12.25 103.25 0 0
  5800 12.25 103.75 0 0
  5801 12.25 104.25 0 0
  5802 12.25 104.75 0 0
  5803 12.25 105.25 0 0
  5804 12.25 105.75 0 0
  5805 12.25 106.25 0 0
  5806 12.25 106.75 0 0
  5807 12.25 107.25 0 0
  5808 12.25 107.75 0 0
  5809 12.25 108.25 0 0
  5810 12.25 108.75 0 0
  5811 12.25 109.25 0 0
  5812 12.25 109.75 0 0
  5813 12.25 110.25 0 0
  5814 12.25 110.75 0 0
  5815 12.25 111.25 0 0
  5816 12.25 111.75 0 0
  5817 12.25 112.25 0 0
  5818 12.25 112.75 0 0
  5819 12.25 113.25 0 0
  5820 12.25 113.75 0 0
  5821 12.25 114.25 0 0
  5822 12.25 114.75 0 0
  5823 12.25 115.25 0 0
  5824 12.25 115.75 0 0
  5825 12.25 116.25 0 0
  5826 12.75 0.25 0 0
  5827 12.75 0.75 0 0
  5828 12.75 1.25 0 0
  5829 12.75 1.75 0 0
  5830 12.75 2.25 0 0
  5831 12.75 2.75 0 0
  5832 12.75 3.25 0 0
  5833 12.75 3.75 0 0
  5834 12.75 4.25 0 0
  5835 12.75 4.75 0 0
  5836 12.75 5.25 0 0
  5837 12.75 5.75 0 0
  5838 12.75 6.25 0 0
  5839 12.75 6.75 0 0
  5840 12.75 7.25 0 0
  5841 12.75 7.75 0 0
  5842 12.75 8.25 0 0
  5843 12.75 8.75 0 0
  5844 12.75 9.25 0 0
  5845 12.75 9.75 0 0
  5846 12.75 10.25 0 0
  5847 12.75 10.75 0 0
  5848 12.75 11.25 0 0
  5849 12.75 11.75 0 0
  5850 12.75 12.25 0 0
  5851 12.75 12.75 0 0
  5852 12.75 13.25 0 0
  5853 12.75 13.75 0 0
  5854 12.75 14.25 0 0
  5855 12.75 14.75 0 0
  5856 12.75 15.25 0 0
  5857 12.75 15.75 0 0
  5858 12.75 16.25 0 0
  5859 12.75 16.75 0 0
  5860 12.75 17.25 0 0
  5861 12.75 17.75 0.0004 8.92653e-05
  5862 12.75 18.25 0.0004 8.92653e-05
  5863 12.75 18.75 0.0012 0.00225931
  5864 12.75 19.25 0.0014 0.000976266
  5865 12.75 19.75 0.0048 0.00107118
  5866 12.75 20.25 0.0128 0.00617568
  5867 12.75 20.75 0.0148 0.0192349
  5868 12.75 21.25 0.0262 0.0377111
  5869 12.75 21.75 0.0358 0.0531302
  5870 12.75 22.25 0.0578 0.0812741
  5871 12.75 22.75 0.0986 0.144814
  5872 12.75 23.25 0.1226 0.159463
  5873 12.75 23.75 0.173 0.235767
  5874 12.75 24.25 0.2186 0.274271
  5875 12.75 24.75 0.2918 0.413389
  5876 12.75 25.25 0.3382 0.465838
  5877 12.75 25.75 0.3974 0.587126
  5878 12.75 26.25 0.4506 0.704343
  5879 12.75 26.75 0.537 0.87846
  5880 12.75 27.25 0.6064 0.95143
  5881 12.75 27.75 0.6106 0.93504
  5882 12.75 28.25 0.6436 0.951583
  5883 12.75 28.75 0.692 1.06127
  5884 12.75 29.25 0.7358 1.22425
  5885 12.75 29.75 0.7006 1.14471
  5886 12.75 30.25 0.7172 1.20537
  5887 12.75 30.75 0.7324 1.36853
  5888 12.75 31.25 0.7336 1.15144
  5889 12.75 31.75 0.7154 1.19876
  5890 12.75 32.25 0.707 1.20406
  5891 12.75 32.75 0.716 1.27202
  5892 12.75 33.25 0.7126 1.21645
  5893 12.75 33.75 0.7318 1.2127
  5894 12.75 34.25 0.7166 1.28416
  5895 12.75 34.75 0.707 1.30506
  5896 12.75 35.25 0.6748 1.14792
