# Chunk-averaged data for fix dmap and group liq
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Coord2 Ncount density/mass
100000 37280 15316.000000000104
  15056 32.25 71.75 0.7478 1.41171
  15057 32.25 72.25 0.7284 1.22576
  15058 32.25 72.75 0.7384 1.34116
  15059 32.25 73.25 0.694 1.25178
  15060 32.25 73.75 0.659 1.17166
  15061 32.25 74.25 0.7096 1.28726
  15062 32.25 74.75 0.7882 1.49168
  15063 32.25 75.25 0.7332 1.2515
  15064 32.25 75.75 0.7572 1.40594
  15065 32.25 76.25 0.7356 1.34134
  15066 32.25 76.75 0.7356 1.16665
  15067 32.25 77.25 0.7268 1.3411
  15068 32.25 77.75 0.7138 1.4513
  15069 32.25 78.25 0.6528 1.25173
  15070 32.25 78.75 0.7052 1.48196
  15071 32.25 79.25 0.6994 1.30255
  15072 32.25 79.75 0.6796 1.35399
  15073 32.25 80.25 0.6716 1.41821
  15074 32.25 80.75 0.6472 1.51622
  15075 32.25 81.25 0.6712 1.50007
  15076 32.25 81.75 0.701 1.66024
  15077 32.25 82.25 0.7012 1.70819
  15078 32.25 82.75 0.6894 1.56733
  15079 32.25 83.25 0.6884 1.72919
  15080 32.25 83.75 0.6298 1.48163
  15081 32.25 84.25 0.6132 1.20757
  15082 32.25 84.75 0.6344 1.32089
  15083 32.25 85.25 0.6524 1.43179
  15084 32.25 85.75 0.6628 1.49682
  15085 32.25 86.25 0.6008 1.26782
  15086 32.25 86.75 0.6586 1.42613
  15087 32.25 87.25 0.7416 1.78732
  15088 32.25 87.75 0.6674 1.65386
  15089 32.25 88.25 0.5706 1.48193
  15090 32.25 88.75 0.4818 0.971256
  15091 32.25 89.25 0.5216 1.06966
  15092 32.25 89.75 0.79 1.41403
  15093 32.25 90.25 1.1472 1.89729
  15094 32.25 90.75 1.0074 1.86527
  15095 32.25 91.25 0.2858 0.286472
  15096 32.25 91.75 0.1636 0.120817
  15097 32.25 92.25 0.064 0.0912876
  15098 32.25 92.75 0.063 0.109652
  15099 32.25 93.25 0.0374 0.0481765
  15100 32.25 93.75 0.0258 0.0110683
  15101 32.25 94.25 0.006 0.00133898
  15102 32.25 94.75 0.001 0.000223163
  15103 32.25 95.25 0.0004 0.000753103
  15104 32.25 95.75 0.0006 0.000133898
  15105 32.25 96.25 0.0002 4.46326e-05
  15106 32.25 96.75 0 0
  15107 32.25 97.25 0 0
  15108 32.25 97.75 0 0
  15109 32.25 98.25 0 0
  15110 32.25 98.75 0 0
  15111 32.25 99.25 0 0
  15112 32.25 99.75 0 0
  15113 32.25 100.25 0 0
  15114 32.25 100.75 0 0
  15115 32.25 101.25 0 0
  15116 32.25 101.75 0 0
  15117 32.25 102.25 0 0
  15118 32.25 102.75 0 0
  15119 32.25 103.25 0 0
  15120 32.25 103.75 0 0
  15121 32.25 104.25 0 0
  15122 32.25 104.75 0 0
  15123 32.25 105.25 0 0
  15124 32.25 105.75 0 0
  15125 32.25 106.25 0 0
  15126 32.25 106.75 0 0
  15127 32.25 107.25 0 0
  15128 32.25 107.75 0 0
  15129 32.25 108.25 0 0
  15130 32.25 108.75 0 0
  15131 32.25 109.25 0 0
  15132 32.25 109.75 0 0
  15133 32.25 110.25 0 0
  15134 32.25 110.75 0 0
  15135 32.25 111.25 0 0
  15136 32.25 111.75 0 0
  15137 32.25 112.25 0 0
  15138 32.25 112.75 0 0
  15139 32.25 113.25 0 0
  15140 32.25 113.75 0 0
  15141 32.25 114.25 0 0
  15142 32.25 114.75 0 0
  15143 32.25 115.25 0 0
  15144 32.25 115.75 0 0
  15145 32.25 116.25 0 0
  15146 32.75 0.25 0 0
  15147 32.75 0.75 0 0
  15148 32.75 1.25 0 0
  15149 32.75 1.75 0 0
  15150 32.75 2.25 0 0
  15151 32.75 2.75 0 0
  15152 32.75 3.25 0 0
  15153 32.75 3.75 0 0
  15154 32.75 4.25 0 0
  15155 32.75 4.75 0 0
  15156 32.75 5.25 0 0
  15157 32.75 5.75 0 0
  15158 32.75 6.25 0 0
  15159 32.75 6.75 0 0
  15160 32.75 7.25 0 0
  15161 32.75 7.75 0 0
  15162 32.75 8.25 0 0
  15163 32.75 8.75 0 0
  15164 32.75 9.25 0 0
  15165 32.75 9.75 0 0
  15166 32.75 10.25 0 0
  15167 32.75 10.75 0 0
  15168 32.75 11.25 0 0
  15169 32.75 11.75 0 0
  15170 32.75 12.25 0 0
  15171 32.75 12.75 0 0
  15172 32.75 13.25 0 0
  15173 32.75 13.75 0 0
  15174 32.75 14.25 0 0
  15175 32.75 14.75 0 0
  15176 32.75 15.25 0 0
  15177 32.75 15.75 0 0
  15178 32.75 16.25 0 0
  15179 32.75 16.75 0 0
  15180 32.75 17.25 0 0
  15181 32.75 17.75 0 0
  15182 32.75 18.25 0 0
  15183 32.75 18.75 0 0
  15184 32.75 19.25 0 0
  15185 32.75 19.75 0 0
  15186 32.75 20.25 0 0
  15187 32.75 20.75 0 0
  15188 32.75 21.25 0 0
  15189 32.75 21.75 0.0002 4.46326e-05
  15190 32.75 22.25 0.0022 0.000490959
  15191 32.75 22.75 0.0032 0.00602482
  15192 32.75 23.25 0.0064 0.00541127
  15193 32.75 23.75 0.0106 0.0143146
  15194 32.75 24.25 0.0202 0.028406
  15195 32.75 24.75 0.0384 0.0451252
  15196 32.75 25.25 0.0766 0.10698
  15197 32.75 25.75 0.094 0.110556
  15198 32.75 26.25 0.1388 0.18614
  15199 32.75 26.75 0.1886 0.262222
  15200 32.75 27.25 0.2696 0.37183
  15201 32.75 27.75 0.333 0.469725
  15202 32.75 28.25 0.4002 0.613175
  15203 32.75 28.75 0.4434 0.659869
  15204 32.75 29.25 0.4808 0.7581
  15205 32.75 29.75 0.5416 0.93187
  15206 32.75 30.25 0.5626 0.916512
  15207 32.75 30.75 0.553 0.90766
  15208 32.75 31.25 0.6018 1.04631
  15209 32.75 31.75 0.6036 1.1727
  15210 32.75 32.25 0.644 1.23947
  15211 32.75 32.75 0.6118 1.16432
  15212 32.75 33.25 0.6216 1.17139
  15213 32.75 33.75 0.6592 1.2284
  15214 32.75 34.25 0.7168 1.46868
  15215 32.75 34.75 0.6934 1.39957
  15216 32.75 35.25 0.7084 1.40329
  15217 32.75 35.75 0.6624 1.31022
  15218 32.75 36.25 0.6644 1.38534
  15219 32.75 36.75 0.6878 1.46025
  15220 32.75 37.25 0.6922 1.28375
  15221 32.75 37.75 0.7246 1.40455
  15222 32.75 38.25 0.7126 1.40313
  15223 32.75 38.75 0.6514 1.2794
  15224 32.75 39.25 0.6532 1.46452
  15225 32.75 39.75 0.6716 1.44504
  15226 32.75 40.25 0.636 1.30536
  15227 32.75 40.75 0.6922 1.49458
  15228 32.75 41.25 0.6644 1.37797
  15229 32.75 41.75 0.7216 1.41845
  15230 32.75 42.25 0.6816 1.2471
  15231 32.75 42.75 0.6842 1.35781
  15232 32.75 43.25 0.7322 1.43964
  15233 32.75 43.75 0.762 1.52743
  15234 32.75 44.25 0.7224 1.35832
  15235 32.75 44.75 0.672 1.30192
  15236 32.75 45.25 0.6754 1.20793
  15237 32.75 45.75 0.6656 1.16838
  15238 32.75 46.25 0.7118 1.31426
  15239 32.75 46.75 0.7024 1.22928
  15240 32.75 47.25 0.7024 1.25021
  15241 32.75 47.75 0.7284 1.59269
  15242 32.75 48.25 0.6866 1.37331
  15243 32.75 48.75 0.6498 1.22707
  15244 32.75 49.25 0.6434 1.26827
  15245 32.75 49.75 0.6126 1.35108
  15246 32.75 50.25 0.7206 1.70078
  15247 32.75 50.75 0.6606 1.44832
  15248 32.75 51.25 0.6228 1.40957
  15249 32.75 51.75 0.6352 1.57382
  15250 32.75 52.25 0.652 1.36782
  15251 32.75 52.75 0.6916 1.35744
  15252 32.75 53.25 0.689 1.24436
  15253 32.75 53.75 0.8034 1.25855
  15254 32.75 54.25 0.7758 1.23001
  15255 32.75 54.75 0.7416 1.19613
  15256 32.75 55.25 0.7862 1.21351
  15257 32.75 55.75 0.7734 1.27105
  15258 32.75 56.25 0.76 1.23528
  15259 32.75 56.75 0.8212 1.48957
  15260 32.75 57.25 0.763 1.43986
  15261 32.75 57.75 0.726 1.37168
  15262 32.75 58.25 0.6428 1.18221
  15263 32.75 58.75 0.6312 1.10243
  15264 32.75 59.25 0.6868 1.31324
  15265 32.75 59.75 0.7162 1.31895
  15266 32.75 60.25 0.802 1.52352
  15267 32.75 60.75 0.7752 1.44246
  15268 32.75 61.25 0.7632 1.39075
  15269 32.75 61.75 0.6622 1.23158
  15270 32.75 62.25 0.7428 1.37424
  15271 32.75 62.75 0.7024 1.24301
  15272 32.75 63.25 0.7072 1.4253
  15273 32.75 63.75 0.6452 1.27252
  15274 32.75 64.25 0.7524 1.3561
  15275 32.75 64.75 0.717 1.25045
  15276 32.75 65.25 0.7048 1.31356
  15277 32.75 65.75 0.6476 1.11871
  15278 32.75 66.25 0.707 1.18016
  15279 32.75 66.75 0.7176 1.22723
  15280 32.75 67.25 0.7548 1.45718
  15281 32.75 67.75 0.694 1.32677
  15282 32.75 68.25 0.6736 1.13024
  15283 32.75 68.75 0.6862 1.13696
  15284 32.75 69.25 0.6172 1.03869
  15285 32.75 69.75 0.621 0.985257
  15286 32.75 70.25 0.7174 1.25946
  15287 32.75 70.75 0.7382 1.24354
  15288 32.75 71.25 0.7746 1.38367
  15289 32.75 71.75 0.7642 1.42507
  15290 32.75 72.25 0.741 1.376
  15291 32.75 72.75 0.7146 1.35127
  15292 32.75 73.25 0.6794 1.37158
  15293 32.75 73.75 0.649 1.20994
  15294 32.75 74.25 0.6504 1.15775
  15295 32.75 74.75 0.7098 1.20357
  15296 32.75 75.25 0.7228 1.27286
  15297 32.75 75.75 0.7208 1.25768
  15298 32.75 76.25 0.7616 1.38809
  15299 32.75 76.75 0.7608 1.27698
  15300 32.75 77.25 0.72 1.26506
  15301 32.75 77.75 0.754 1.31196
  15302 32.75 78.25 0.7382 1.39129
  15303 32.75 78.75 0.7334 1.31297
  15304 32.75 79.25 0.6686 1.18922
  15305 32.75 79.75 0.6086 1.08321
  15306 32.75 80.25 0.6552 1.37247
  15307 32.75 80.75 0.6366 1.27794
  15308 32.75 81.25 0.685 1.35511
  15309 32.75 81.75 0.6438 1.3569
  15310 32.75 82.25 0.7122 1.45718
  15311 32.75 82.75 0.7326 1.6141
  15312 32.75 83.25 0.6832 1.59654
  15313 32.75 83.75 0.653 1.36575
  15314 32.75 84.25 0.6492 1.30075
  15315 32.75 84.75 0.7062 1.41204
  15316 32.75 85.25 0.7046 1.52357
  15317 32.75 85.75 0.6876 1.42361
  15318 32.75 86.25 0.609 1.14148
  15319 32.75 86.75 0.6808 1.53785
  15320 32.75 87.25 0.7194 1.73674
  15321 32.75 87.75 0.71 1.76426
  15322 32.75 88.25 0.6024 1.44931
  15323 32.75 88.75 0.5252 1.10625
  15324 32.75 89.25 0.5184 0.94192
  15325 32.75 89.75 0.77 1.22888
  15326 32.75 90.25 1.1598 1.73461
  15327 32.75 90.75 1.0504 1.89289
  15328 32.75 91.25 0.2936 0.242254
  15329 32.75 91.75 0.1632 0.104132
  15330 32.75 92.25 0.0648 0.093207
  15331 32.75 92.75 0.053 0.0768837
  15332 32.75 93.25 0.0418 0.0504861
  15333 32.75 93.75 0.0172 0.0111406
  15334 32.75 94.25 0.0066 0.00147288
  15335 32.75 94.75 0.0016 0.00168474
  15336 32.75 95.25 0.001 0.000887001
  15337 32.75 95.75 0.0008 0.00150621
  15338 32.75 96.25 0.0004 8.92653e-05
  15339 32.75 96.75 0 0
  15340 32.75 97.25 0 0
  15341 32.75 97.75 0 0
  15342 32.75 98.25 0 0
  15343 32.75 98.75 0 0
  15344 32.75 99.25 0 0
  15345 32.75 99.75 0 0
  15346 32.75 100.25 0 0
  15347 32.75 100.75 0 0
  15348 32.75 101.25 0 0
  15349 32.75 101.75 0 0
  15350 32.75 102.25 0 0
  15351 32.75 102.75 0 0
  15352 32.75 103.25 0 0
  15353 32.75 103.75 0 0
  15354 32.75 104.25 0 0
  15355 32.75 104.75 0 0
  15356 32.75 105.25 0 0
  15357 32.75 105.75 0 0
  15358 32.75 106.25 0 0
  15359 32.75 106.75 0 0
  15360 32.75 107.25 0 0
  15361 32.75 107.75 0 0
  15362 32.75 108.25 0 0
  15363 32.75 108.75 0 0
  15364 32.75 109.25 0 0
  15365 32.75 109.75 0 0
  15366 32.75 110.25 0 0
  15367 32.75 110.75 0 0
  15368 32.75 111.25 0 0
  15369 32.75 111.75 0 0
  15370 32.75 112.25 0 0
  15371 32.75 112.75 0 0
  15372 32.75 113.25 0 0
  15373 32.75 113.75 0 0
  15374 32.75 114.25 0 0
  15375 32.75 114.75 0 0
  15376 32.75 115.25 0 0
  15377 32.75 115.75 0 0
  15378 32.75 116.25 0 0
  15379 33.25 0.25 0 0
  15380 33.25 0.75 0 0
  15381 33.25 1.25 0 0
  15382 33.25 1.75 0 0
  15383 33.25 2.25 0 0
  15384 33.25 2.75 0 0
  15385 33.25 3.25 0 0
  15386 33.25 3.75 0 0
  15387 33.25 4.25 0 0
  15388 33.25 4.75 0 0
  15389 33.25 5.25 0 0
  15390 33.25 5.75 0 0
  15391 33.25 6.25 0 0
  15392 33.25 6.75 0 0
  15393 33.25 7.25 0 0
  15394 33.25 7.75 0 0
  15395 33.25 8.25 0 0
  15396 33.25 8.75 0 0
  15397 33.25 9.25 0 0
  15398 33.25 9.75 0 0
  15399 33.25 10.25 0 0
  15400 33.25 10.75 0 0
  15401 33.25 11.25 0 0
  15402 33.25 11.75 0 0
  15403 33.25 12.25 0 0
  15404 33.25 12.75 0 0
  15405 33.25 13.25 0 0
  15406 33.25 13.75 0 0
  15407 33.25 14.25 0 0
  15408 33.25 14.75 0 0
  15409 33.25 15.25 0 0
  15410 33.25 15.75 0 0
  15411 33.25 16.25 0 0
  15412 33.25 16.75 0 0
  15413 33.25 17.25 0 0
  15414 33.25 17.75 0 0
  15415 33.25 18.25 0 0
  15416 33.25 18.75 0 0
  15417 33.25 19.25 0 0
  15418 33.25 19.75 0 0
  15419 33.25 20.25 0 0
  15420 33.25 20.75 0 0
  15421 33.25 21.25 0 0
  15422 33.25 21.75 0.0006 0.000133898
  15423 33.25 22.25 0.001 0.000223163
  15424 33.25 22.75 0.004 0.00819486
  15425 33.25 23.25 0.0036 0.00345874
  15426 33.25 23.75 0.0088 0.0066107
  15427 33.25 24.25 0.0206 0.0185377
  15428 33.25 24.75 0.0322 0.0330755
  15429 33.25 25.25 0.0604 0.0884927
  15430 33.25 25.75 0.0864 0.113814
  15431 33.25 26.25 0.1324 0.184756
  15432 33.25 26.75 0.1918 0.259008
  15433 33.25 27.25 0.2854 0.437631
  15434 33.25 27.75 0.3588 0.514168
  15435 33.25 28.25 0.4182 0.67597
  15436 33.25 28.75 0.4704 0.728555
  15437 33.25 29.25 0.5462 0.841223
  15438 33.25 29.75 0.5862 0.921435
  15439 33.25 30.25 0.5628 0.837865
  15440 33.25 30.75 0.571 0.930243
  15441 33.25 31.25 0.5662 0.927882
  15442 33.25 31.75 0.5658 0.993257
  15443 33.25 32.25 0.5934 0.979098
  15444 33.25 32.75 0.603 0.987063
  15445 33.25 33.25 0.5858 0.935529
  15446 33.25 33.75 0.6634 1.12916
  15447 33.25 34.25 0.6834 1.26633
  15448 33.25 34.75 0.6904 1.40579
  15449 33.25 35.25 0.687 1.42139
  15450 33.25 35.75 0.712 1.40462
  15451 33.25 36.25 0.707 1.33423
  15452 33.25 36.75 0.6832 1.38055
  15453 33.25 37.25 0.6854 1.30754
  15454 33.25 37.75 0.804 1.59479
  15455 33.25 38.25 0.7272 1.42534
  15456 33.25 38.75 0.6738 1.31527
  15457 33.25 39.25 0.6868 1.36371
  15458 33.25 39.75 0.6674 1.33935
  15459 33.25 40.25 0.6564 1.35562
  15460 33.25 40.75 0.669 1.37074
  15461 33.25 41.25 0.6978 1.52819
  15462 33.25 41.75 0.7266 1.424
  15463 33.25 42.25 0.6996 1.3012
  15464 33.25 42.75 0.7402 1.3136
  15465 33.25 43.25 0.7028 1.21369
  15466 33.25 43.75 0.6918 1.22947
  15467 33.25 44.25 0.7764 1.41562
  15468 33.25 44.75 0.7496 1.30608
  15469 33.25 45.25 0.6702 1.19825
  15470 33.25 45.75 0.7038 1.29056
  15471 33.25 46.25 0.7394 1.27636
  15472 33.25 46.75 0.6946 1.27514
  15473 33.25 47.25 0.7856 1.65117
  15474 33.25 47.75 0.81 1.72087
  15475 33.25 48.25 0.7052 1.38851
  15476 33.25 48.75 0.6218 1.19927
  15477 33.25 49.25 0.6244 1.22421
  15478 33.25 49.75 0.6802 1.52616
  15479 33.25 50.25 0.6558 1.64004
  15480 33.25 50.75 0.6108 1.38951
  15481 33.25 51.25 0.6346 1.42047
  15482 33.25 51.75 0.6562 1.4607
  15483 33.25 52.25 0.672 1.54937
  15484 33.25 52.75 0.691 1.32149
  15485 33.25 53.25 0.7012 1.21502
  15486 33.25 53.75 0.7086 1.19889
  15487 33.25 54.25 0.717 1.13629
  15488 33.25 54.75 0.7546 1.18621
  15489 33.25 55.25 0.7308 1.25805
  15490 33.25 55.75 0.7242 1.30531
  15491 33.25 56.25 0.6926 1.22442
  15492 33.25 56.75 0.7042 1.21456
  15493 33.25 57.25 0.6736 1.1688
  15494 33.25 57.75 0.6346 1.29135
  15495 33.25 58.25 0.6294 1.17008
  15496 33.25 58.75 0.6392 1.12395
  15497 33.25 59.25 0.6684 1.30378
  15498 33.25 59.75 0.7358 1.28058
  15499 33.25 60.25 0.7718 1.43445
  15500 33.25 60.75 0.7206 1.41586
  15501 33.25 61.25 0.6806 1.41988
  15502 33.25 61.75 0.6932 1.25682
  15503 33.25 62.25 0.7514 1.49455
  15504 33.25 62.75 0.7172 1.44131
  15505 33.25 63.25 0.658 1.20173
  15506 33.25 63.75 0.6516 1.25668
  15507 33.25 64.25 0.7342 1.37448
  15508 33.25 64.75 0.7428 1.32227
  15509 33.25 65.25 0.676 1.1642
  15510 33.25 65.75 0.7106 1.33322
  15511 33.25 66.25 0.7118 1.25793
  15512 33.25 66.75 0.7104 1.26297
  15513 33.25 67.25 0.8014 1.45753
  15514 33.25 67.75 0.7008 1.27674
  15515 33.25 68.25 0.6576 1.12833
  15516 33.25 68.75 0.667 1.19232
  15517 33.25 69.25 0.646 1.20826
  15518 33.25 69.75 0.6338 1.1498
  15519 33.25 70.25 0.694 1.19871
  15520 33.25 70.75 0.7108 1.10921
  15521 33.25 71.25 0.7128 1.22493
  15522 33.25 71.75 0.7626 1.28993
  15523 33.25 72.25 0.735 1.32997
  15524 33.25 72.75 0.6612 1.26753
  15525 33.25 73.25 0.6574 1.39431
  15526 33.25 73.75 0.6724 1.32372
  15527 33.25 74.25 0.6028 1.01685
  15528 33.25 74.75 0.674 1.16095
  15529 33.25 75.25 0.697 1.33956
  15530 33.25 75.75 0.7168 1.1931
  15531 33.25 76.25 0.717 1.25339
  15532 33.25 76.75 0.7384 1.29312
  15533 33.25 77.25 0.6904 1.27343
  15534 33.25 77.75 0.7216 1.37503
  15535 33.25 78.25 0.7358 1.4993
  15536 33.25 78.75 0.6864 1.35685
  15537 33.25 79.25 0.6824 1.26359
  15538 33.25 79.75 0.6478 1.28146
  15539 33.25 80.25 0.6904 1.45787
  15540 33.25 80.75 0.6812 1.3241
  15541 33.25 81.25 0.6866 1.23647
  15542 33.25 81.75 0.6484 1.26194
  15543 33.25 82.25 0.6558 1.32863
  15544 33.25 82.75 0.7292 1.56053
  15545 33.25 83.25 0.6962 1.43096
  15546 33.25 83.75 0.6796 1.38422
  15547 33.25 84.25 0.7244 1.42201
  15548 33.25 84.75 0.7394 1.33692
  15549 33.25 85.25 0.721 1.35089
  15550 33.25 85.75 0.6948 1.38363
  15551 33.25 86.25 0.6318 1.09705
  15552 33.25 86.75 0.6702 1.39859
  15553 33.25 87.25 0.7072 1.5955
  15554 33.25 87.75 0.694 1.55549
  15555 33.25 88.25 0.6476 1.46855
  15556 33.25 88.75 0.5452 1.10784
  15557 33.25 89.25 0.6094 1.18165
  15558 33.25 89.75 0.7614 1.27497
  15559 33.25 90.25 1.1526 1.78625
  15560 33.25 90.75 1.0728 1.84358
  15561 33.25 91.25 0.2956 0.243195
  15562 33.25 91.75 0.182 0.129624
  15563 33.25 92.25 0.0628 0.0886895
  15564 33.25 92.75 0.0446 0.0683708
  15565 33.25 93.25 0.0286 0.0455489
  15566 33.25 93.75 0.0192 0.0248637
  15567 33.25 94.25 0.0088 0.00395535
  15568 33.25 94.75 0.003 0.00133333
  15569 33.25 95.25 0.0008 0.00150621
  15570 33.25 95.75 0.0014 0.00296778
  15571 33.25 96.25 0.0004 8.92653e-05
  15572 33.25 96.75 0 0
  15573 33.25 97.25 0 0
  15574 33.25 97.75 0 0
  15575 33.25 98.25 0 0
  15576 33.25 98.75 0 0
  15577 33.25 99.25 0 0
  15578 33.25 99.75 0 0
  15579 33.25 100.25 0 0
  15580 33.25 100.75 0 0
  15581 33.25 101.25 0 0
  15582 33.25 101.75 0 0
  15583 33.25 102.25 0 0
  15584 33.25 102.75 0 0
  15585 33.25 103.25 0 0
  15586 33.25 103.75 0 0
  15587 33.25 104.25 0 0
  15588 33.25 104.75 0 0
  15589 33.25 105.25 0 0
  15590 33.25 105.75 0 0
  15591 33.25 106.25 0 0
  15592 33.25 106.75 0 0
  15593 33.25 107.25 0 0
  15594 33.25 107.75 0 0
  15595 33.25 108.25 0 0
  15596 33.25 108.75 0 0
  15597 33.25 109.25 0 0
  15598 33.25 109.75 0 0
  15599 33.25 110.25 0 0
  15600 33.25 110.75 0 0
  15601 33.25 111.25 0 0
  15602 33.25 111.75 0 0
  15603 33.25 112.25 0 0
  15604 33.25 112.75 0 0
  15605 33.25 113.25 0 0
  15606 33.25 113.75 0 0
  15607 33.25 114.25 0 0
  15608 33.25 114.75 0 0
  15609 33.25 115.25 0 0
  15610 33.25 115.75 0 0
  15611 33.25 116.25 0 0
  15612 33.75 0.25 0 0
  15613 33.75 0.75 0 0
  15614 33.75 1.25 0 0
  15615 33.75 1.75 0 0
  15616 33.75 2.25 0 0
  15617 33.75 2.75 0 0
  15618 33.75 3.25 0 0
  15619 33.75 3.75 0 0
  15620 33.75 4.25 0 0
  15621 33.75 4.75 0 0
  15622 33.75 5.25 0 0
  15623 33.75 5.75 0 0
  15624 33.75 6.25 0 0
  15625 33.75 6.75 0 0
  15626 33.75 7.25 0 0
  15627 33.75 7.75 0 0
  15628 33.75 8.25 0 0
  15629 33.75 8.75 0 0
  15630 33.75 9.25 0 0
  15631 33.75 9.75 0 0
  15632 33.75 10.25 0 0
  15633 33.75 10.75 0 0
  15634 33.75 11.25 0 0
  15635 33.75 11.75 0 0
  15636 33.75 12.25 0 0
  15637 33.75 12.75 0 0
  15638 33.75 13.25 0 0
  15639 33.75 13.75 0 0
  15640 33.75 14.25 0 0
  15641 33.75 14.75 0 0
  15642 33.75 15.25 0 0
  15643 33.75 15.75 0 0
  15644 33.75 16.25 0 0
  15645 33.75 16.75 0 0
  15646 33.75 17.25 0 0
  15647 33.75 17.75 0 0
  15648 33.75 18.25 0 0
  15649 33.75 18.75 0 0
  15650 33.75 19.25 0 0
  15651 33.75 19.75 0 0
  15652 33.75 20.25 0 0
  15653 33.75 20.75 0 0
  15654 33.75 21.25 0 0
  15655 33.75 21.75 0.0006 0.000133898
  15656 33.75 22.25 0.0016 0.000357061
  15657 33.75 22.75 0.002 0.00243784
  15658 33.75 23.25 0.0036 0.00213106
  15659 33.75 23.75 0.0072 0.00691747
  15660 33.75 24.25 0.0184 0.0167191
  15661 33.75 24.75 0.0336 0.0300688
  15662 33.75 25.25 0.0632 0.0665471
  15663 33.75 25.75 0.1044 0.128848
  15664 33.75 26.25 0.158 0.223572
  15665 33.75 26.75 0.207 0.294329
  15666 33.75 27.25 0.3052 0.446148
  15667 33.75 27.75 0.3688 0.566582
  15668 33.75 28.25 0.4154 0.699879
  15669 33.75 28.75 0.4816 0.729746
  15670 33.75 29.25 0.5194 0.780734
  15671 33.75 29.75 0.585 0.94232
  15672 33.75 30.25 0.6186 1.01747
  15673 33.75 30.75 0.5718 0.907141
  15674 33.75 31.25 0.5788 0.908394
  15675 33.75 31.75 0.6036 1.00767
  15676 33.75 32.25 0.5978 0.988997
  15677 33.75 32.75 0.6906 1.27733
  15678 33.75 33.25 0.6528 1.24104
  15679 33.75 33.75 0.691 1.1375
  15680 33.75 34.25 0.6718 1.21079
  15681 33.75 34.75 0.6742 1.28492
  15682 33.75 35.25 0.6752 1.35307
  15683 33.75 35.75 0.7018 1.30771
  15684 33.75 36.25 0.696 1.27404
  15685 33.75 36.75 0.682 1.30453
  15686 33.75 37.25 0.6956 1.33307
  15687 33.75 37.75 0.7868 1.48303
  15688 33.75 38.25 0.7778 1.40418
  15689 33.75 38.75 0.662 1.26021
  15690 33.75 39.25 0.658 1.33545
  15691 33.75 39.75 0.633 1.26211
  15692 33.75 40.25 0.6348 1.33574
  15693 33.75 40.75 0.6776 1.49983
  15694 33.75 41.25 0.6736 1.38377
  15695 33.75 41.75 0.647 1.22064
  15696 33.75 42.25 0.6774 1.25095
  15697 33.75 42.75 0.7062 1.26359
  15698 33.75 43.25 0.6934 1.2841
  15699 33.75 43.75 0.7102 1.25399
  15700 33.75 44.25 0.7654 1.33553
  15701 33.75 44.75 0.7514 1.28137
  15702 33.75 45.25 0.7284 1.34006
  15703 33.75 45.75 0.7282 1.36612
  15704 33.75 46.25 0.7318 1.26753
  15705 33.75 46.75 0.7004 1.29194
  15706 33.75 47.25 0.7592 1.52465
  15707 33.75 47.75 0.7942 1.64768
  15708 33.75 48.25 0.6928 1.37201
  15709 33.75 48.75 0.655 1.26044
  15710 33.75 49.25 0.6846 1.47552
  15711 33.75 49.75 0.674 1.37933
  15712 33.75 50.25 0.629 1.3245
  15713 33.75 50.75 0.5918 1.14747
  15714 33.75 51.25 0.6202 1.30275
  15715 33.75 51.75 0.66 1.47117
  15716 33.75 52.25 0.727 1.65407
  15717 33.75 52.75 0.6988 1.47368
  15718 33.75 53.25 0.6736 1.26617
  15719 33.75 53.75 0.671 1.1907
  15720 33.75 54.25 0.7308 1.17942
  15721 33.75 54.75 0.6606 1.14574
  15722 33.75 55.25 0.7056 1.18673
  15723 33.75 55.75 0.696 1.15405
  15724 33.75 56.25 0.647 1.08719
  15725 33.75 56.75 0.6464 1.03589
  15726 33.75 57.25 0.6026 0.958242
  15727 33.75 57.75 0.6358 1.15032
  15728 33.75 58.25 0.6558 1.13186
  15729 33.75 58.75 0.6136 1.12836
  15730 33.75 59.25 0.6686 1.30534
  15731 33.75 59.75 0.713 1.31397
  15732 33.75 60.25 0.7334 1.4175
  15733 33.75 60.75 0.7056 1.42947
  15734 33.75 61.25 0.693 1.39898
  15735 33.75 61.75 0.761 1.58437
  15736 33.75 62.25 0.7492 1.5924
  15737 33.75 62.75 0.6986 1.42407
  15738 33.75 63.25 0.659 1.18387
  15739 33.75 63.75 0.6774 1.22291
  15740 33.75 64.25 0.7406 1.47503
  15741 33.75 64.75 0.7132 1.35617
  15742 33.75 65.25 0.7398 1.41801
  15743 33.75 65.75 0.727 1.29215
  15744 33.75 66.25 0.6804 1.30509
  15745 33.75 66.75 0.665 1.15769
  15746 33.75 67.25 0.7638 1.42865
  15747 33.75 67.75 0.7242 1.37499
  15748 33.75 68.25 0.6666 1.31243
  15749 33.75 68.75 0.724 1.24955
  15750 33.75 69.25 0.7064 1.20573
  15751 33.75 69.75 0.6558 1.10425
  15752 33.75 70.25 0.6762 1.12124
  15753 33.75 70.75 0.7134 1.07242
  15754 33.75 71.25 0.7196 1.28212
  15755 33.75 71.75 0.7084 1.26265
  15756 33.75 72.25 0.7046 1.27007
  15757 33.75 72.75 0.6538 1.25298
