# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
0 110.854 -243.968 345.96
1 127.804 -254.436 374.936
2 147.669 -265.968 405.954
3 169.389 -277.738 437.217
4 192.126 -290.069 467.166
5 214.548 -303.511 493.725
6 235.907 -318.519 515.462
7 255.481 -335.836 530.665
8 273.484 -355.402 538.491
9 290.566 -376.489 538.22
10 307.466 -397.608 529.251
11 325.109 -416.606 511.951
12 343.789 -431.426 486.9
13 363.325 -440.609 455.76
14 382.776 -443.067 420.865
15 401.315 -438.29 385.049
16 417.439 -426.263 351.044
17 430.578 -407.509 321.826
18 439.875 -382.989 299.469
19 445.273 -354.905 285.794
20 447.218 -325.795 281.174
21 446.402 -298.903 284.984
22 444.114 -277.353 295.361
23 441.747 -263.02 309.748
24 440.627 -257.53 324.944
25 442.147 -260.53 337.541
26 447.36 -270.55 344.758
27 456.83 -285.389 345.04
28 470.455 -302.235 336.979
29 487.475 -318.679 320.81
30 506.453 -332.785 297.84
31 525.261 -343.801 270.334
32 541.649 -351.427 241.455
33 553.553 -356.489 215.016
34 559.507 -359.363 195.171
35 558.68 -360.066 185.319
36 550.414 -357.792 187.985
37 534.74 -351.314 204.093
38 511.532 -339.643 232.642
39 481.266 -322.676 270.86
40 445.253 -300.924 314.932
41 405.242 -276.788 360.366
42 364.198 -252.712 402.785
43 324.906 -231.256 438.914
44 290.389 -214.671 466.485
45 263.152 -204.059 484.223
46 244.612 -198.974 491.846
47 235.365 -197.885 489.378
48 234.618 -198.579 476.806
49 240.506 -198.52 454.621
50 250.358 -195.076 423.857
51 260.695 -186.588 386.282
52 267.97 -172.435 344.457
53 269.009 -152.75 301.456
54 261.901 -128.743 260.378
55 246.019 -102.225 224.084
56 222 -75.684 194.803
57 192.293 -51.5287 173.506
58 159.063 -32.0135 160.139
59 124.471 -18.6601 153.754
60 90.3401 -12.0601 152.728
61 57.6837 -11.9665 154.987
62 27.2223 -17.1592 158.43
63 -0.449328 -25.6091 161.502
64 -24.5788 -34.9583 162.776
65 -44.2824 -42.4997 161.472
66 -58.9958 -45.7441 157.057
67 -68.5541 -43.0901 150.005
68 -72.9515 -34.0434 141.665
69 -72.4634 -19.3522 133.929
70 -67.9097 -0.79823 128.953
71 -60.1979 20.0462 129.496
72 -50.2283 41.4742 137.898
73 -38.5333 63.2344 155.797
74 -25.6827 85.2402 183.569
75 -11.7289 108.754 220.351
76 3.17945 134.682 263.742
77 18.5292 163.512 310.388
78 33.73 194.715 356.147
79 48.1263 227.183 397.237
80 61.2904 259.023 430
81 73.2155 287.743 451.581
82 84.2984 311.533 459.971
83 95.1275 328.757 454.746
84 106.107 338.771 436.347
85 117.697 341.987 406.765
