# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
0 231.917 -5.70379 712.488
1 237.824 8.61956 656.913
2 245.053 24.0179 597.822
3 252.29 41.2954 540.335
4 260.866 61.1334 488.494
5 271.606 83.8521 445.443
6 285.083 109.304 412.385
7 300.936 136.128 389.505
8 318.139 162.052 375.126
9 335.313 184.16 367.423
10 350.795 199.773 364.396
11 362.956 206.737 364.455
12 370.889 204.207 366.628
13 374.236 192.467 370.278
14 373.818 172.966 374.75
15 370.901 147.968 379.28
16 366.897 119.762 383.125
17 362.782 90.7357 385.057
18 359.061 62.1779 383.892
19 355.108 34.9605 378.958
20 350.212 9.31328 369.728
21 343.289 -15.4035 356.753
22 333.856 -39.9291 341.739
23 321.231 -64.8766 326.668
24 305.098 -90.9189 313.733
25 285.721 -118.318 305.349
26 263.471 -147.236 302.954
27 239.611 -177.447 306.736
28 215.068 -208.5 315.669
29 191.506 -239.858 327.48
30 170.042 -270.906 339.869
31 151.412 -301.052 350
32 135.463 -330.254 355.953
33 121.478 -358.383 356.676
34 108.518 -385.636 351.612
35 95.2803 -412.553 340.345
36 81.2809 -439.586 322.751
37 66.5456 -467.268 298.27
38 51.8879 -495.549 266.815
39 38.1992 -523.968 228.475
40 26.6436 -551.374 184.247
41 18.2305 -575.582 135.953
42 13.4567 -594.342 85.886
43 12.1026 -605.334 37.3662
44 13.6183 -606.892 -6.47202
45 17.0531 -598.106 -43.139
46 21.0764 -579.302 -71.2025
47 24.5669 -551.406 -89.5933
48 25.9457 -516.048 -98.7216
49 24.3786 -475.341 -99.8527
50 19.184 -431.701 -94.9923
51 10.1585 -387.369 -86.5385
52 -2.16051 -344.924 -77.1436
53 -16.9232 -306.376 -69.095
54 -33.1768 -273.18 -64.3038
55 -49.6971 -246.478 -63.1954
56 -65.7864 -226.697 -65.6541
57 -81.2569 -213.743 -70.3461
58 -96.6382 -207.057 -75.8364
59 -112.682 -206.026 -80.4631
60 -129.722 -209.815 -83.2701
61 -147.804 -217.538 -84.607
62 -166.283 -228.16 -85.512
63 -184.327 -240.979 -87.3484
64 -200.73 -255.411 -91.7973
65 -214.209 -271.031 -99.703
66 -223.804 -287.367 -111.096
67 -228.512 -303.821 -125.283
68 -227.618 -319.096 -141.057
69 -220.388 -331.629 -157.005
70 -206.565 -339.839 -171.101
71 -186.058 -343.082 -182.087
72 -158.971 -341.973 -188.776
73 -125.768 -338.117 -190.741
74 -87.5564 -334.351 -187.606
75 -45.8547 -334.021 -180.345
76 -3.4096 -340.066 -170.063
77 37.0107 -354.909 -158.405
78 72.6487 -379.546 -147.032
79 100.889 -413.386 -137.331
80 120.151 -454.496 -130.175
81 129.745 -499.924 -125.681
82 130.008 -546.005 -123.137
83 122.118 -588.941 -121.473
84 106.747 -625.136 -119.215
85 84.7801 -651.597 -115.116
86 56.4181 -666.54 -107.412
87 21.7225 -668.268 -95.4016
88 -19.1346 -656.392 -78.4593
89 -65.7583 -630.946 -56.463
90 -116.945 -592.128 -30.0031
91 -170.701 -540.641 0.188594
92 -224.741 -477.968 32.6059
93 -276.469 -405.51 66.0188
94 -323.705 -325.868 99.1585
95 -364.739 -241.647 131.227
96 -398.923 -155.955 161.437
97 -426.361 -71.8102 189.204
98 -448.036 8.25141 213.494
99 -465.024 82.3149 233.311
100 -478.718 149.921 247.515
101 -489.976 211.85 255.625
102 -499.741 269.205 257.429
103 -508.36 323.725 253.672
104 -516.453 375.944 245.281
105 -524.546 425.314 233.887
106 -533.586 470.328 221.345
107 -544.171 508.799 209.396
108 -556.943 538.105 199.259
109 -572.432 556.768 192.179
110 -590.509 563.68 188.636
111 -609.925 558.583 188.466
112 -628.926 542.096 191.363
113 -645.278 515.71 196.519
114 -656.374 480.738 203.163
115 -659.672 439.017 210.394
116 -653.394 392.686 217.237
117 -636.005 344.122 222.685
118 -607.245 296.542 225.706
119 -567.635 252.846 225.472
120 -518.109 216.234 221.317
121 -460.079 188.875 213.424
122 -394.766 171.695 201.923
123 -324.245 164.64 188.025
