# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
0 274.232 -151.236 69.8644
1 287.965 -133.593 66.1756
2 297.261 -109.231 49.5774
3 302.126 -80.0089 22.0731
4 302.494 -48.727 -13.3819
5 299.195 -18.4183 -53.0547
6 293.557 7.59928 -92.5954
7 287.644 26.3953 -127.629
8 283.29 35.6988 -154.297
9 282.158 33.6848 -170.103
10 285.4 19.167 -173.347
11 293.597 -7.91703 -164.693
12 306.917 -46.5307 -145.968
13 324.79 -94.926 -120.182
14 345.573 -149.45 -90.7751
15 367.247 -206.652 -61.3829
16 387.285 -262.237 -35.3454
17 402.631 -312.435 -14.6243
18 411.383 -354.062 -0.584006
19 411.678 -384.583 6.97301
20 403.336 -402.349 8.97889
21 387.415 -406.713 6.91834
22 366.179 -397.622 2.91698
23 342.852 -375.711 -1.07182
24 320.964 -341.384 -3.30394
25 303.949 -296.103 -2.52343
26 294.978 -241.811 2.93572
27 295.244 -180.368 13.8356
28 304.983 -114.13 31.0892
29 322.033 -45.8959 54.813
30 343.829 21.462 84.5347
31 366.695 85.8131 118.959
32 387.04 144.644 155.632
33 402.908 196.564 191.495
34 412.98 239.93 222.842
35 417.324 273.738 245.865
36 416.609 297.328 256.824
37 411.672 310.302 252.633
38 402.823 312.419 231.296
39 389.758 304.449 192.093
40 372.122 287.215 136.002
41 349.845 262.338 65.6141
42 322.659 231.732 -14.9164
43 291.24 197.962 -100.543
44 255.9 163.642 -186.487
45 217.228 131.448 -268.632
46 175.578 104.022 -344.547
47 130.499 83.2357 -412.866
48 81.6253 70.3844 -473.02
49 28.0308 65.6894 -525.741
50 -30.5345 68.2986 -571.199
51 -93.5987 76.3186 -609.928
52 -159.581 87.2992 -643.374
53 -225.356 97.992 -672.665
54 -287.316 105.27 -699.676
55 -340.643 106.325 -726.706
56 -381.022 99.2625 -756.122
57 -404.693 82.6458 -789.8
58 -409.845 56.73 -828.941
59 -396.115 21.7384 -873.355
60 -365.1 -20.8277 -921.442
61 -320.305 -69.2308 -970.743
62 -266.54 -121.066 -1017.89
63 -209.285 -173.94 -1059.1
64 -153.916 -225.076 -1091.22
65 -105.472 -271.708 -1111.48
66 -67.0954 -311.297 -1118.04
67 -40.6279 -341.637 -1110.15
68 -25.5901 -362.079 -1088.16
69 -20.2927 -372.247 -1053.55
70 -21.5862 -372.944 -1009.06
71 -25.6596 -365.368 -958.577
72 -29.1562 -351.316 -905.747
73 -28.6953 -332.454 -854.56
74 -22.2052 -310.72 -807.873
75 -9.32961 -287.877 -767.765
76 9.02362 -265.484 -735.097
77 29.6231 -244.757 -709.452
78 48.7711 -226.635 -690.549
79 62.1267 -212.336 -677.219
80 66.7127 -202.656 -668.989
81 61.3593 -197.412 -665.593
82 46.0121 -196.503 -666.413
83 21.4704 -198.646 -670.823
84 -10.5486 -202.361 -677.705
85 -48.6701 -205.434 -685.425
86 -91.2617 -206.776 -691.687
87 -137.048 -205.199 -694.491
88 -184.523 -200.125 -691.888
89 -232.66 -192.032 -682.833
90 -279.921 -181.943 -666.907
91 -325.287 -171.481 -645.074
92 -367.91 -163.023 -619.176
93 -407.463 -158.379 -591.692
94 -443.568 -158.953 -565.071
95 -476.961 -165.406 -541.596
96 -508.06 -177.127 -522.01
97 -537.547 -192.858 -506.047
98 -566.01 -211.532 -492.151
99 -593.7 -232.195 -478.765
100 -620.255 -254.315 -464.149
101 -644.6 -277.389 -447.647
102 -665.036 -300.789 -429.036
103 -678.809 -323.023 -409.737
104 -684.025 -341.286 -390.411
105 -678.282 -352.568 -372.135
106 -660.765 -353.799 -354.604
107 -631.662 -342.63 -337.438
108 -592.083 -318.314 -319.848
109 -544.226 -281.903 -300.8
110 -490.521 -235.946 -280.612
111 -434.198 -183.901 -260.243
112 -378.161 -129.184 -241.999
113 -324.723 -74.3545 -228.163
114 -276.398 -21.256 -220.933
115 -234.545 29.1159 -221.573
116 -199.946 76.2497 -230.927
117 -172.442 119.77 -248.498
118 -151.618 159.276 -272.752
119 -136.24 194.546 -302.106
120 -124.739 224.539 -334.345
121 -115.75 248.272 -367.254
122 -107.521 264.645 -398.416
123 -99.1703 272.411 -425.374
124 -89.2636 270.578 -445.598
125 -77.0511 258.911 -457.044
126 -61.763 237.938 -457.911
127 -43.3651 209.685 -447.778
128 -22.2878 177.027 -426.724
129 0.643115 144.276 -396.685
130 23.8716 115.656 -359.795
131 45.5346 95.2706 -318.776
132 63.3891 86.0324 -275.686
133 75.136 89.1982 -232.28
134 79.2032 104.416 -189.817
135 74.6348 129.296 -149.109
136 61.331 160.562 -110.722
137 41.1326 194.248 -75.6204
138 16.4528 226.139 -45.0661
139 -8.91876 252.788 -20.0161
140 -30.9335 272.244 -1.38098
141 -45.2796 283.549 10.6721
142 -48.9139 287.527 16.1848
143 -40.2448 285.385 16.1577
144 -19.4941 278.508 11.5683
145 11.3616 268.85 3.45625
146 49.3111 257.636 -7.2156
147 90.5589 246.18 -20.3865
148 131.229 235.647 -36.6951
149 168.226 227.744 -57.0033
150 199.505 224.034 -82.413
151 224.174 225.746 -113.352
152 242.396 234.262 -149.233
153 254.966 249.816 -189.019
154 262.734 272.207 -230.971
155 266.222 300.238 -273.192
156 266.111 332.768 -314.251
157 262.821 368.48 -352.273
158 257.121 406.147 -386.05
159 249.399 444.792 -414.31
160 240.482 483.239 -435.877
161 230.666 520.6 -449.89
162 219.871 555.877 -456.34
163 207.133 588.238 -456.36
164 191.202 617.503 -452.595
165 171.258 643.462 -448.439
166 147.727 667.07 -447.9
167 122.021 689.386 -454.522
168 96.3732 711.147 -470.611
169 73.5729 733.183 -497.197
170 56.2024 756.027 -533.255
171 45.8302 779.662 -577.287
172 42.6552 804.152 -626.348
173 45.5015 828.864 -677.441
174 52.9606 853.433 -727.665
175 63.6568 877.601 -774.287
176 76.4289 901.353 -815.032
177 90.3617 924.583 -848.275
178 104.837 947.616 -873.104
179 119.471 971.372 -889.232
180 133.888 996.711 -896.273
181 148.004 1024.66 -894.243
182 162.077 1055.76 -882.947
183 176.418 1090.52 -862.458
184 191.972 1128.05 -833.43
185 208.47 1167.44 -797.186
186 225.426 1207.05 -756.555
187 241.087 1245.47 -715.929
188 253.33 1280.87 -679.859
189 259.663 1312.12 -652.437
190 258.965 1337.73 -636.502
191 250.654 1356.3 -633.284
192 235.723 1366.78 -641.242
193 215.969 1368.4 -658.156
194 193.088 1361.44 -681.038
195 168.808 1346.62 -706.983
196 143.707 1325.84 -733.426
197 118.263 1301.09 -758.542
198 91.8619 1273.93 -780.875
199 64.3225 1246.01 -799.009
200 35.5741 1218.12 -811.584
201 5.99206 1190.27 -817.24
202 -23.4911 1162.41 -814.536
203 -51.7858 1134.66 -802.883
204 -77.6926 1107.51 -782.265
205 -101.31 1081.71 -753.601
206 -122.819 1058.11 -718.277
207 -143.21 1037.4 -679.203
