# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
576 231.465 -64.6965 -596.34
577 197.92 -23.7553 -601.918
578 159.799 15.1176 -615.097
579 117.278 49.4398 -637.08
580 70.0831 77.335 -668.148
581 17.3197 97.8504 -707.327
582 -41.6955 111.109 -752.133
583 -106.192 118.098 -798.815
584 -173.551 120.161 -842.768
585 -238.016 120.036 -879.547
586 -292.63 120.845 -904.53
587 -329.691 125.662 -914.548
588 -343.513 137.668 -907.777
589 -331.139 159.264 -883.498
590 -293.004 191.681 -841.615
591 -232.91 234.283 -783.008
592 -157.093 284.93 -709.204
593 -73.0679 340.482 -622.792
594 11.6416 397.254 -527.583
595 89.8453 452.255 -428.563
596 154.98 503.755 -331.569
597 201.693 551.012 -242.585
598 226.138 594.484 -166.758
599 226.875 634.459 -107.493
600 204.693 671.637 -67.0424
601 163.504 706.074 -45.357
602 108.824 737.541 -41.4557
603 47.8395 764.878 -52.3586
604 -12.3418 787.159 -74.1807
605 -65.1774 803.429 -102.118
606 -105.17 813.477 -131.241
607 -128.244 817.904 -157.474
608 -131.945 817.798 -177.416
609 -115.601 814.682 -189.695
610 -80.1024 809.503 -194.082
611 -27.9579 803.421 -191.651
612 37.2791 797.39 -184.53
613 111.243 792.488 -175.396
614 188.506 789.91 -167.488
615 263.244 791.174 -163.72
616 329.551 798.176 -166.535
617 382.843 812.337 -177.917
618 419.911 834.727 -198.625
619 440.533 865.371 -228.471
620 446.628 902.589 -266.137
621 442.654 942.814 -308.835
622 434.829 981.39 -353.512
623 429.887 1012.98 -397.017
624 434.615 1032.9 -436.426
625 453.953 1037.93 -470.035
626 490.841 1026.96 -496.988
627 544.937 1000.64 -517.861
628 613.08 960.946 -533.12
629 689.912 910.245 -543.648
630 768.645 850.326 -549.662
631 842.603 783.323 -551.454
632 906.252 710.811 -549.509
633 955.811 634.844 -544.731
634 989.219 558.004 -538.77
635 1006.39 483.757 -533.958
636 1008.16 416.066 -532.719
637 996.164 359.157 -537.487
638 972.643 317.525 -549.355
639 940.334 294.453 -567.269
640 902.249 291.915 -587.999
641 862.432 309.469 -606.477
642 824.698 343.601 -616.26
643 792.385 388.108 -611.342
644 767.944 434.511 -587
645 752.412 473.366 -540.779
646 745.265 496.952 -473.086
647 744.588 499.974 -386.658
648 747.989 481.289 -287.05
649 752.679 443.518 -181.84
650 756.153 392.327 -80.2199
651 756.995 334.76 8.90868
652 754.353 278.1 77.2745
653 749.035 228.465 119.229
654 742.3 189.947 132.631
655 736.21 165.199 119.156
656 732.129 155.98 83.9651
657 730.711 162.787 34.4555
658 731.683 185.627 -20.8317
659 733.827 223.35 -73.4582
660 735.496 273.813 -116.46
