# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
0 -127.443 -458.517 447.97
1 -109.232 -479.436 397.978
2 -95.1208 -507.609 352.387
3 -85.2068 -541.324 315.054
4 -79.4407 -577.537 288.565
5 -78.1438 -611.668 273.553
6 -81.702 -639.126 268.228
7 -90.0216 -654.634 268.835
8 -103.438 -655.02 269.66
9 -120.85 -638.304 265.352
10 -140.426 -605.148 251.38
11 -160.17 -558.518 224.805
12 -177.856 -503.26 185.147
13 -191.721 -444.489 133.667
14 -200.285 -386.886 73.8984
15 -203.158 -333.942 10.7373
16 -200.796 -288.068 -50.4307
17 -194.291 -249.844 -103.253
18 -185.056 -219.443 -142.633
19 -174.055 -196.064 -164.373
20 -162.285 -179.761 -166.141
21 -150.078 -170.759 -148.036
22 -136.614 -169.595 -112.613
23 -120.626 -177.122 -63.9565
24 -100.485 -193.749 -7.30694
25 -74.2532 -219.118 52.4248
26 -40.4219 -251.467 110.563
27 1.80847 -287.998 163.617
28 51.6564 -324.771 208.979
29 107.483 -356.926 245.573
30 166.351 -379.986 273.08
31 225.624 -390.471 292.089
32 282.752 -386.875 302.4
33 336 -370.108 304.602
34 384.391 -342.464 298.236
35 427.255 -307.327 283.215
36 464.033 -268.027 259.765
37 493.867 -226.841 228.779
38 515.499 -186.49 192.334
39 527.372 -148.64 153.232
40 528.067 -115.889 114.689
41 516.219 -90.4442 80.1925
42 491.524 -74.5536 52.2293
43 454.515 -70.0755 32.5499
44 406.964 -78.2912 21.6784
45 351.451 -99.1189 19.0188
46 291.698 -130.962 23.0492
47 230.94 -171.442 31.5008
48 171.805 -216.564 41.7652
49 115.803 -262.441 50.819
50 63.8083 -305.48 55.1845
51 16.2492 -342.113 51.9088
52 -26.9115 -369.969 38.4707
53 -65.5461 -387.128 14.1659
54 -99.5072 -393.249 -20.4505
55 -128.146 -388.93 -62.5292
56 -150.493 -376.033 -107.643
57 -165.85 -357.423 -150.481
58 -173.603 -336.198 -186.783
59 -173.783 -315.514 -212.22
60 -167.709 -297.532 -225.089
61 -158.171 -284.264 -225.398
62 -148.66 -276.062 -214.746
63 -143.608 -273.225 -196.284
64 -146.708 -275.191 -173.18
65 -159.833 -280.438 -148.916
66 -183.118 -288.209 -125.846
67 -214.566 -296.732 -105.772
68 -250.759 -304.707 -89.3448
69 -287.021 -311.35 -76.4561
70 -318.975 -315.637 -65.8169
71 -342.868 -317.956 -56.4304
72 -355.695 -318.587 -46.2918
73 -356.249 -318.052 -33.8062
74 -344.417 -316.573 -18.0995
75 -321.918 -314.095 1.02935
76 -291.444 -310.081 22.9031
77 -255.812 -304.068 46.289
78 -217.565 -296.131 69.7302
79 -179.004 -286.433 92.19
80 -141.32 -275.921 112.573
81 -105.025 -265.061 130.295
82 -69.847 -254.701 145.213
83 -35.2402 -245.021 158.283
84 -1.20596 -235.966 169.796
85 31.8145 -227.122 180.971
86 62.7693 -218.501 192.152
87 90.0618 -210.303 204.038
88 111.379 -203.511 216.153
89 124.548 -199.431 227.534
90 128.009 -199.621 236.835
91 121.667 -205.082 242.368
92 105.88 -216.151 242.656
93 82.6256 -232.657 236.831
94 53.8701 -253.088 225.059
95 21.584 -275.518 208.279
96 -12.4232 -297.855 188.34
97 -46.6467 -317.918 167.694
98 -79.663 -333.805 148.843
99 -111.109 -344.349 133.185
100 -140.675 -348.564 121.065
101 -168.885 -346.112 111.702
102 -196.325 -337.217 103.444
103 -223.843 -322.432 94.7937
104 -251.076 -303.327 85.3486
105 -277.784 -281.626 75.6636
106 -302.684 -259.649 67.5129
107 -323.676 -239.43 62.7521
108 -338.957 -222.935 62.3867
109 -347.1 -210.577 66.6837
110 -347.926 -202.535 74.4907
111 -342.637 -198.366 84.4385
112 -333.188 -197.505 94.1851
113 -322.677 -199.827 101.465
114 -313.505 -205.929 104.093
115 -307.4 -216.717 100.126
116 -304.793 -232.545 88.0108
117 -304.569 -254.01 67.6688
118 -304.948 -280.259 39.2715
119 -302.912 -310.121 4.8673
120 -295.762 -341.561 -33.407
121 -281.455 -372.271 -72.3182
122 -258.857 -399.621 -108.614
123 -227.949 -421.454 -139.081
124 -190.398 -435.875 -161.006
125 -148.787 -441.702 -172.975
126 -106.436 -438.2 -174.851
127 -67.5727 -425.628 -167.193
128 -35.6299 -405.07 -151.395
129 -13.5189 -378.714 -128.583
130 -2.89112 -349.99 -99.785
131 -4.58175 -322.051 -64.7931
132 -18.5764 -298.112 -23.5664
133 -44.3408 -280.497 24.179
134 -81.4185 -270.2 78.0528
135 -128.88 -266.976 136.326
136 -184.929 -269.3 195.481
137 -246.712 -275.335 251.327
138 -310.109 -283.413 299.692
139 -370.496 -291.636 337.113
140 -422.644 -299.747 361.4
141 -461.93 -307.169 372.542
142 -484.991 -314.099 371.794
143 -490.356 -320.383 361.877
144 -478.5 -325.58 345.785
145 -451.178 -329.267 326.935
146 -411.35 -330.998 307.802
147 -363.075 -330.6 290.555
148 -310.049 -327.884 276.578
149 -256.001 -322.502 265.872
150 -203.912 -314.595 257.95
151 -156.738 -304.053 251.549
152 -116.459 -291.638 244.789
153 -83.7591 -278.72 235.812
154 -58.5502 -267.051 222.757
155 -39.1448 -258.798 203.816
156 -23.2089 -256.13 177.622
157 -8.18337 -261.023 143.689
158 8.12912 -274.22 102.012
159 27.6953 -295.85 54.8866
160 50.9787 -324.725 4.47637
161 77.9123 -358.722 -45.9424
162 108.174 -394.362 -93.3352
163 140.903 -428.032 -135.309
164 174.871 -455.838 -170.653
165 209.168 -474.078 -198.794
166 242.248 -481.242 -219.182
167 272.464 -475.96 -231.363
168 298.646 -458.419 -234.624
169 320.368 -429.505 -228.094
170 337.588 -390.191 -210.666
171 350.89 -341.744 -181.328
172 361.173 -286.164 -140.264
173 369.549 -224.844 -88.9528
174 377.226 -160.122 -30.585
175 385.3 -94.9469 30.455
176 394.033 -32.6845 88.7485
177 403.621 23.0621 140.152
178 413.566 68.7945 180.858
179 423.112 102.438 209.057
180 430.35 122.781 224.42
181 433.37 130.428 228.765
182 430.268 126.345 224.719
183 419.69 112.727 215.927
184 400.54 92.3052 206.58
185 372.703 68.29 200.207
186 336.505 43.9838 199.563
187 292.434 22.3856 206.157
188 241.561 5.6351 219.336
189 184.8 -4.90954 236.714
190 124.273 -9.12467 254.424
191 62.6605 -7.51357 267.577
192 2.36735 -1.80307 271.52
193 -53.1836 6.23589 261.914
194 -101.234 14.4699 236.551
195 -139.5 20.4328 195.524
196 -166.316 22.7967 140.823
197 -181.193 20.2424 77.2826
198 -184.657 12.1573 10.7272
199 -178.478 -0.619221 -52.8551
200 -165.234 -16.4187 -108.437
201 -147.989 -33.5242 -152.803
202 -130.111 -49.3005 -184.958
